ano,mun,uf,codmun,matriculas_6ano_9ano,matriculas_EM
2007,bom jardim,MA,2102002,2147,880
2007,bom jardim,PE,2602209,3465,2098
2007,bom jardim,RJ,3300506,1634,866
2007,bom jardim da serra,SC,4202503,249,121
2007,bom jardim de goiás,GO,5203401,664,291
2007,bom jardim de minas,MG,3107505,421,227
2007,bom jesus,PB,2502201,232,109
2007,bom jesus,PI,2201903,1569,1539
2007,bom jesus,RN,2401701,749,424
2007,bom jesus,RS,4302303,805,376
2007,bom jesus,SC,4202537,207,88
2007,bom jesus da lapa,BA,2903904,5734,3018
2007,bom jesus da penha,MG,3107604,299,144
2007,bom jesus da serra,BA,2903953,1094,515
2007,bom jesus das selvas,MA,2102036,1849,700
2007,bom jesus de goiás,GO,5203500,1521,818
2007,bom jesus do amparo,MG,3107703,505,255
2007,bom jesus do araguaia,MT,5101852,411,154
2007,bom jesus do galho,MG,3107802,1205,532
2007,bom jesus do itabapoana,RJ,3300605,2858,2242
2007,bom jesus do norte,ES,3201100,293,91
2007,bom jesus do oeste,SC,4202578,173,111
2007,bom jesus do sul,PR,4103156,409,228
2007,bom jesus do tocantins,PA,1501576,997,419
2007,bom jesus do tocantins,TO,1703305,296,111
2007,bom jesus dos perdões,SP,3507100,1210,631
2007,bom lugar,MA,2102077,1161,267
2007,bom princípio,RS,4302352,722,449
2007,bom princípio do piauí,PI,2201919,545,201
2007,bom progresso,RS,4302378,220,230
2007,bom repouso,MG,3107901,752,310
2007,bom retiro,SC,4202602,581,279
2007,bom retiro do sul,RS,4302402,912,499
2007,bom sucesso,MG,3108008,1333,728
2007,bom sucesso,PB,2502300,397,215
2007,bom sucesso,PR,4103206,517,272
2007,bom sucesso de itararé,SP,3507159,447,196
2007,bom sucesso do sul,PR,4103222,268,185
2007,bombinhas,SC,4202453,959,529
2007,bonfim,MG,3108107,426,164
2007,bonfim,RR,1400159,930,384
2007,bonfim do piauí,PI,2201929,401,159
2007,bonfinópolis,GO,5203559,581,298
2007,bonfinópolis de minas,MG,3108206,584,253
2007,boninal,BA,2904001,1358,757
2007,bonito,BA,2904050,1232,439
2007,bonito,MS,5002209,1805,775
2007,bonito,PA,1501600,901,292
2007,bonito,PE,2602308,3057,1658
2007,bonito de minas,MG,3108255,975,228
2007,bonito de santa fé,PB,2502409,635,182
2007,bonópolis,GO,5203575,354,210
2007,boqueirão,PB,2502508,1382,688
2007,boqueirão do leão,RS,4302451,601,240
2007,boqueirão do piauí,PI,2201945,419,234
2007,boquim,SE,2800670,2347,1437
2007,boquira,BA,2904100,1868,1286
2007,borá,SP,3507209,65,42
2007,boracéia,SP,3507308,314,206
2007,borba,AM,1300805,2431,814
2007,borborema,PB,2502706,550,210
2007,borborema,SP,3507407,831,570
2007,borda da mata,MG,3108305,1024,661
2007,borebi,SP,3507456,194,123
2007,borrazópolis,PR,4103305,649,353
2007,bossoroca,RS,4302501,670,343
2007,botelhos,MG,3108404,1101,453
2007,botucatu,SP,3507506,8056,4893
2007,botumirim,MG,3108503,842,441
2007,botuporã,BA,2904209,1001,790
2007,botuverá,SC,4202701,307,154
2007,bozano,RS,4302584,138,68
2007,braço do norte,SC,4202800,2063,1178
2007,braço do trombudo,SC,4202859,230,124
2007,braga,RS,4302600,352,178
2007,bragança,PA,1501709,9769,4247
2007,bragança paulista,SP,3507605,9897,5806
2007,braganey,PR,4103354,533,416
2007,branquinha,AL,2701100,1030,256
2007,brás pires,MG,3108701,454,167
2007,brasil novo,PA,1501725,1421,660
2007,brasilândia,MS,5002308,1059,472
2007,brasilândia de minas,MG,3108552,1379,669
2007,brasilândia do sul,PR,4103370,310,150
2007,brasilândia do tocantins,TO,1703602,220,118
2007,brasiléia,AC,1200104,1658,858
2007,brasileira,PI,2201960,615,269
2007,brasília,DF,5300108,173501,98499
2007,brasília de minas,MG,3108602,3280,1760
2007,brasnorte,MT,5101902,1371,694
2007,braúna,SP,3507704,296,220
2007,braúnas,MG,3108800,480,221
2007,brazabrantes,GO,5203609,267,128
2007,brazópolis,MG,3108909,1176,612
2007,brejão,PE,2602407,863,431
2007,brejetuba,ES,3201159,1159,436
2007,brejinho,PE,2602506,778,355
2007,brejinho,RN,2401800,842,471
2007,brejinho de nazaré,TO,1703701,562,351
2007,brejo,MA,2102101,3182,1840
2007,brejo alegre,SP,3507753,193,104
2007,brejo da madre de deus,PE,2602605,4228,1244
2007,brejo de areia,MA,2102150,989,277
2007,brejo do cruz,PB,2502805,1068,427
2007,brejo do piauí,PI,2201988,217,174
2007,brejo dos santos,PB,2502904,564,240
2007,brejo grande,SE,2800704,598,391
2007,brejo grande do araguaia,PA,1501758,717,456
2007,brejo santo,CE,2302503,3863,2158
2007,brejões,BA,2904308,1388,892
2007,brejolândia,BA,2904407,634,511
2007,breu branco,PA,1501782,3132,1299
2007,breves,PA,1501808,5767,2781
2007,britânia,GO,5203807,527,259
2007,brochier,RS,4302659,305,142
2007,brodowski,SP,3507803,1452,737
2007,brotas,SP,3507902,1520,938
2007,brotas de macaúbas,BA,2904506,1122,420
2007,brumadinho,MG,3109006,2373,1334
2007,brumado,BA,2904605,4611,3466
2007,brunópolis,SC,4202875,279,108
2007,brusque,SC,4202909,6476,3710
2007,bueno brandão,MG,3109105,639,319
2007,buenópolis,MG,3109204,665,430
2007,buenos aires,PE,2602704,1039,518
2007,buerarema,BA,2904704,1696,1085
2007,bugre,MG,3109253,274,172
2007,buíque,PE,2602803,4915,1812
2007,bujari,AC,1200138,654,192
2007,bujaru,PA,1501907,2007,1421
2007,buri,SP,3508009,1461,630
2007,buritama,SP,3508108,932,730
2007,buriti,MA,2102200,2407,1368
2007,buriti alegre,GO,5203906,728,349
2007,buriti bravo,MA,2102309,2295,1072
2007,buriti de goiás,GO,5203939,218,143
2007,buriti do tocantins,TO,1703800,912,522
2007,buriti dos lopes,PI,2202000,1560,1001
2007,buriti dos montes,PI,2202026,739,303
2007,buriticupu,MA,2102325,5577,2059
2007,buritinópolis,GO,5203962,393,198
2007,buritirama,BA,2904753,2396,994
2007,buritirana,MA,2102358,1505,640
2007,buritis,MG,3109303,2259,911
2007,buritis,RO,1100452,3285,894
2007,buritizal,SP,3508207,279,100
2007,buritizeiro,MG,3109402,2426,873
2007,butiá,RS,4302709,1367,970
2007,caapiranga,AM,1300839,996,207
2007,caaporã,PB,2503001,2109,743
2007,caarapó,MS,5002407,1777,788
2007,caatiba,BA,2904803,811,416
2007,cabaceiras,PB,2503100,432,190
2007,cabaceiras do paraguaçu,BA,2904852,1629,648
2007,cabeceira grande,MG,3109451,545,390
2007,cabeceiras,GO,5204003,687,329
2007,cabeceiras do piauí,PI,2202059,1036,453
2007,cabedelo,PB,2503209,4114,2062
2007,cabixi,RO,1100031,619,265
2007,cabo de santo agostinho,PE,2602902,15955,11064
2007,cabo frio,RJ,3300704,12175,6950
2007,cabo verde,MG,3109501,882,440
2007,cabrália paulista,SP,3508306,423,253
2007,cabreúva,SP,3508405,3195,1775
2007,cabrobó,PE,2603009,2821,2076
2007,caçador,SC,4203006,5681,2084
2007,caçapava,SP,3508504,6187,3615
2007,caçapava do sul,RS,4302808,2691,1459
2007,cacaulândia,RO,1100601,605,238
2007,cacequi,RS,4302907,1045,591
2007,cáceres,MT,5102504,6666,4652
2007,cachoeira,BA,2904902,2968,1922
2007,cachoeira alta,GO,5204102,585,293
2007,cachoeira da prata,MG,3109600,249,193
2007,cachoeira de goiás,GO,5204201,120,52
2007,cachoeira de minas,MG,3109709,796,405
2007,cachoeira de pajeú,MG,3102704,853,366
2007,cachoeira do arari,PA,1502004,1187,640
2007,cachoeira do piriá,PA,1501956,1111,518
2007,cachoeira do sul,RS,4303004,5479,3301
2007,cachoeira dos índios,PB,2503308,831,431
2007,cachoeira dourada,GO,5204250,667,414
2007,cachoeira dourada,MG,3109808,159,117
2007,cachoeira grande,MA,2102374,910,430
2007,cachoeira paulista,SP,3508603,2216,1546
2007,cachoeiras de macacu,RJ,3300803,3868,2385
2007,cachoeirinha,PE,2603108,1588,675
2007,cachoeirinha,RS,4303103,9270,6344
2007,cachoeirinha,TO,1703826,232,143
2007,cachoeiro de itapemirim,ES,3201209,14165,7471
2007,cacimba de areia,PB,2503407,367,117
2007,cacimba de dentro,PB,2503506,1479,715
2007,cacimbas,PB,2503555,880,150
2007,cacimbinhas,AL,2701209,933,378
2007,cacique doble,RS,4303202,375,158
2007,cacoal,RO,1100049,6966,4537
2007,caconde,SP,3508702,1265,751
2007,caçu,GO,5204300,878,501
2007,caculé,BA,2905008,1735,1033
2007,caém,BA,2905107,1033,458
2007,caetanópolis,MG,3109907,805,489
2007,caetanos,BA,2905156,1029,449
2007,caeté,MG,3110004,2745,2029
2007,caetés,PE,2603207,2527,1289
2007,caetité,BA,2905206,3963,2164
2007,cafarnaum,BA,2905305,1790,642
2007,cafeara,PR,4103404,244,94
2007,cafelândia,PR,4103453,1088,663
2007,cafelândia,SP,3508801,1151,772
2007,cafezal do sul,PR,4103479,303,202
2007,caiabu,SP,3508900,290,242
2007,caiana,MG,3110103,291,224
2007,caiapônia,GO,5204409,1162,633
2007,caibaté,RS,4303301,382,255
2007,caibi,SC,4203105,466,262
2007,caiçara,PB,2503605,597,414
2007,caiçara,RS,4303400,400,194
2007,caiçara do norte,RN,2401859,367,0
2007,caiçara do rio do vento,RN,2401909,267,193
2007,caicó,RN,2402006,4770,4046
2007,caieiras,SP,3509007,6898,4432
2007,cairu,BA,2905404,938,340
2007,caiuá,SP,3509106,353,266
2007,cajamar,SP,3509205,4895,2958
2007,cajapió,MA,2102408,806,821
2007,cajari,MA,2102507,1470,514
2007,cajati,SP,3509254,2622,1371
2007,cajazeiras,PB,2503704,5290,3324
2007,cajazeiras do piauí,PI,2202075,254,150
2007,cajazeirinhas,PB,2503753,326,153
2007,cajobi,SP,3509304,643,429
2007,cajueiro,AL,2701308,2146,760
2007,cajueiro da praia,PI,2202083,657,223
2007,cajuri,MG,3110202,350,128
2007,cajuru,SP,3509403,1727,1034
2007,calçado,PE,2603306,859,553
2007,calçoene,AP,1600204,854,423
2007,caldas,MG,3110301,450,326
2007,caldas brandão,PB,2503803,459,179
2007,caldas novas,GO,5204508,5739,2743
2007,caldazinha,GO,5204557,307,189
2007,caldeirão grande,BA,2905503,1670,683
2007,caldeirão grande do piauí,PI,2202091,503,241
2007,califórnia,PR,4103503,648,334
2007,calmon,SC,4203154,443,125
2007,calumbi,PE,2603405,604,278
2007,camacan,BA,2905602,2719,1051
2007,camaçari,BA,2905701,20131,11418
2007,camacho,MG,3110400,120,205
2007,camalaú,PB,2503902,459,129
2007,camamu,BA,2905800,2925,1761
2007,camanducaia,MG,3110509,1748,882
2007,camapuã,MS,5002605,1305,506
2007,camaquã,RS,4303509,4669,2489
2007,camaragibe,PE,2603454,12335,8545
2007,camargo,RS,4303558,180,130
2007,cambará,PR,4103602,1870,1215
2007,cambará do sul,RS,4303608,502,323
2007,cambé,PR,4103701,6957,3959
2007,cambira,PR,4103800,473,277
2007,camboriú,SC,4203204,4134,2222
2007,cambuci,RJ,3300902,980,552
2007,cambuí,MG,3110608,1683,1027
2007,cambuquira,MG,3110707,870,477
2007,cametá,PA,1502103,10400,6380
2007,camocim,CE,2302602,5500,2766
2007,camocim de são félix,PE,2603504,1294,854
2007,campanário,MG,3110806,427,214
2007,campanha,MG,3110905,1143,516
2007,campestre,AL,2701357,573,183
2007,campestre,MG,3111002,1391,626
2007,campestre da serra,RS,4303673,226,140
2007,campestre de goiás,GO,5204607,369,156
2007,campestre do maranhão,MA,2102556,1367,762
2007,campina da lagoa,PR,4103909,1330,1023
2007,campina das missões,RS,4303707,457,270
2007,campina do monte alegre,SP,3509452,429,251
2007,campina do simão,PR,4103958,483,174
2007,campina grande,PB,2504009,31798,16478
2007,campina grande do sul,PR,4104006,3584,1565
2007,campina verde,MG,3111101,1397,816
2007,campinaçu,GO,5204656,329,164
2007,campinápolis,MT,5102603,965,397
2007,campinas,SP,3509502,67213,40520
2007,campinas do piauí,PI,2202109,447,262
2007,campinas do sul,RS,4303806,390,226
2007,campinorte,GO,5204706,916,474
2007,campo alegre,AL,2701407,3686,987
2007,campo alegre,SC,4203303,920,352
2007,campo alegre de goiás,GO,5204805,408,161
2007,campo alegre de lourdes,BA,2905909,3154,942
2007,campo alegre do fidalgo,PI,2202117,604,269
2007,campo azul,MG,3111150,437,240
2007,campo belo,MG,3111200,3235,1698
2007,campo belo do sul,SC,4203402,625,314
2007,campo bom,RS,4303905,4909,2239
2007,campo bonito,PR,4104055,423,237
2007,campo do brito,SE,2801009,1405,547
2007,campo do meio,MG,3111309,897,444
2007,campo do tenente,PR,4104105,571,282
2007,campo erê,SC,4203501,854,550
2007,campo florido,MG,3111408,563,249
2007,campo formoso,BA,2906006,5561,2541
2007,campo grande,AL,2701506,1361,471
2007,campo grande,MS,5002704,59365,34789
2007,campo grande,RN,2401305,879,342
2007,campo grande do piauí,PI,2202133,542,276
2007,campo largo,PR,4104204,8870,5119
2007,campo largo do piauí,PI,2202174,701,265
2007,campo limpo de goiás,GO,5204854,549,270
2007,campo limpo paulista,SP,3509601,5713,3356
2007,campo magro,PR,4104253,2110,922
2007,campo maior,PI,2202208,3080,2542
2007,campo mourão,PR,4104303,6774,4108
2007,campo novo,RS,4304002,640,239
2007,campo novo de rondônia,RO,1100700,957,170
2007,campo novo do parecis,MT,5102637,2316,1544
2007,campo redondo,RN,2402105,839,777
2007,campo verde,MT,5102678,2491,1529
2007,campos altos,MG,3111507,1025,463
2007,campos belos,GO,5204904,1961,967
2007,campos borges,RS,4304101,260,140
2007,campos de júlio,MT,5102686,391,190
2007,campos do jordão,SP,3509700,3882,2062
2007,campos dos goytacazes,RJ,3301009,31573,16571
2007,campos gerais,MG,3111606,1952,1150
2007,campos lindos,TO,1703842,726,348
2007,campos novos,SC,4203600,2528,906
2007,campos novos paulista,SP,3509809,310,133
2007,campos sales,CE,2302701,2880,1614
2007,campos verdes,GO,5204953,827,409
2007,camutanga,PE,2603603,931,339
2007,cana verde,MG,3111903,334,215
2007,canaã,MG,3111705,412,190
2007,canaã dos carajás,PA,1502152,2138,1458
2007,canabrava do norte,MT,5102694,536,214
2007,cananéia,SP,3509908,1082,514
2007,canapi,AL,2701605,1837,388
2007,canápolis,BA,2906105,880,507
2007,canápolis,MG,3111804,893,369
2007,canarana,BA,2906204,2152,1261
2007,canarana,MT,5102702,1573,912
2007,canas,SP,3509957,363,262
2007,canavieira,PI,2202251,268,75
2007,canavieiras,BA,2906303,2753,1036
2007,candeal,BA,2906402,702,282
2007,candeias,BA,2906501,5701,3109
2007,candeias,MG,3112000,766,406
2007,candeias do jamari,RO,1100809,1181,413
2007,candelária,RS,4304200,2121,814
2007,candiba,BA,2906600,1197,633
2007,cândido de abreu,PR,4104402,1740,699
2007,cândido godói,RS,4304309,439,346
2007,cândido mendes,MA,2102606,1638,727
2007,cândido mota,SP,3510005,2020,1168
2007,cândido rodrigues,SP,3510104,176,77
2007,cândido sales,BA,2906709,2735,1586
2007,candiota,RS,4304358,753,293
2007,candói,PR,4104428,1623,641
2007,canela,RS,4304408,2964,1876
2007,canelinha,SC,4203709,685,331
2007,canguaretama,RN,2402204,2986,1573
2007,canguçu,RS,4304507,3800,1362
2007,canhoba,SE,2801108,297,195
2007,canhotinho,PE,2603702,1513,786
2007,canindé,CE,2302800,6477,2974
2007,canindé de são francisco,SE,2801207,2851,1003
2007,canitar,SP,3510153,408,167
2007,canoas,RS,4304606,23335,13511
2007,canoinhas,SC,4203808,4432,2596
2007,cansanção,BA,2906808,3619,1377
2007,cantá,RR,1400175,1198,604
2007,cantagalo,MG,3112059,364,170
2007,cantagalo,PR,4104451,1163,439
2007,cantagalo,RJ,3301108,1243,596
2007,cantanhede,MA,2102705,1778,722
2007,canto do buriti,PI,2202307,1411,837
2007,canudos,BA,2906824,1505,736
2007,canudos do vale,RS,4304614,142,0
2007,canutama,AM,1300904,628,367
2007,capanema,PA,1502202,6347,5142
2007,capanema,PR,4104501,1498,843
2007,capão alto,SC,4203253,250,96
2007,capão bonito,SP,3510203,3476,2101
2007,capão bonito do sul,RS,4304622,135,53
2007,capão da canoa,RS,4304630,3186,1816
2007,capão do cipó,RS,4304655,247,143
2007,capão do leão,RS,4304663,1852,683
2007,caparaó,MG,3112109,316,153
2007,capela,AL,2701704,1591,693
2007,capela,SE,2801306,2994,1750
2007,capela de santana,RS,4304689,865,342
2007,capela do alto,SP,3510302,1334,728
2007,capela do alto alegre,BA,2906857,1075,378
2007,capela nova,MG,3112208,346,172
2007,capelinha,MG,3112307,3426,1207
2007,capetinga,MG,3112406,450,218
2007,capim,PB,2504033,450,291
2007,capim branco,MG,3112505,616,356
2007,capim grosso,BA,2906873,2238,1183
2007,capinópolis,MG,3112604,1157,646
2007,capinzal,SC,4203907,1424,621
2007,capinzal do norte,MA,2102754,954,475
2007,capistrano,CE,2302909,1837,1029
2007,capitão,RS,4304697,172,127
2007,capitão andrade,MG,3112653,407,170
2007,capitão de campos,PI,2202406,824,482
2007,capitão enéas,MG,3112703,1631,737
2007,capitão gervásio oliveira,PI,2202455,389,207
2007,capitão leônidas marques,PR,4104600,1175,681
2007,capitão poço,PA,1502301,3781,1392
2007,capitólio,MG,3112802,584,244
2007,capivari,SP,3510401,3203,1926
2007,capivari de baixo,SC,4203956,1522,857
2007,capivari do sul,RS,4304671,262,182
2007,capixaba,AC,1200179,640,167
2007,capoeiras,PE,2603801,2053,1132
2007,caputira,MG,3112901,727,248
2007,caraá,RS,4304713,492,248
2007,caracaraí,RR,1400209,1495,625
2007,caracol,MS,5002803,523,196
2007,caracol,PI,2202505,1150,526
2007,caraguatatuba,SP,3510500,7112,3916
2007,caraí,MG,3113008,2210,787
2007,caraíbas,BA,2906899,1306,410
2007,carambeí,PR,4104659,1514,696
2007,caranaíba,MG,3113107,292,150
2007,carandaí,MG,3113206,1715,965
2007,carangola,MG,3113305,2517,1352
2007,carapebus,RJ,3300936,782,521
2007,carapicuíba,SP,3510609,28246,15994
2007,caratinga,MG,3113404,6385,3175
2007,carauari,AM,1301001,1959,912
2007,caraúbas,PB,2504074,338,147
2007,caraúbas,RN,2402303,1864,1095
2007,caraúbas do piauí,PI,2202539,335,171
2007,caravelas,BA,2906907,2181,1202
2007,carazinho,RS,4304705,4253,2691
2007,carbonita,MG,3113503,1048,423
2007,cardeal da silva,BA,2907004,617,524
2007,cardoso,SP,3510708,795,434
2007,cardoso moreira,RJ,3301157,905,454
2007,careaçu,MG,3113602,453,189
2007,careiro,AM,1301100,2704,1023
2007,careiro da várzea,AM,1301159,1819,1091
2007,cariacica,ES,3201308,27082,14589
2007,caridade,CE,2303006,1313,538
2007,caridade do piauí,PI,2202554,497,244
2007,carinhanha,BA,2907103,2387,1582
2007,carira,SE,2801405,1740,717
2007,cariré,CE,2303105,1577,674
2007,cariri do tocantins,TO,1703867,337,174
2007,caririaçu,CE,2303204,2707,1197
2007,cariús,CE,2303303,1557,749
2007,carlinda,MT,5102793,1036,769
2007,carlópolis,PR,4104709,1006,612
2007,carlos barbosa,RS,4304804,1446,942
2007,carlos chagas,MG,3113701,1816,704
2007,carlos gomes,RS,4304853,140,79
2007,carmésia,MG,3113800,224,93
2007,carmo,RJ,3301207,1116,556
2007,carmo da cachoeira,MG,3113909,923,340
2007,carmo da mata,MG,3114006,479,473
2007,carmo de minas,MG,3114105,892,328
2007,carmo do cajuru,MG,3114204,1470,959
2007,carmo do paranaíba,MG,3114303,2238,1114
2007,carmo do rio claro,MG,3114402,1493,746
2007,carmo do rio verde,GO,5205000,635,361
2007,carmolândia,TO,1703883,253,97
2007,carmópolis,SE,2801504,895,345
2007,carmópolis de minas,MG,3114501,1153,610
2007,carnaíba,PE,2603900,1710,920
2007,carnaúba dos dantas,RN,2402402,526,346
2007,carnaubais,RN,2402501,228,478
2007,carnaubal,CE,2303402,1727,852
2007,carnaubeira da penha,PE,2603926,618,660
2007,carneirinho,MG,3114550,666,420
2007,carneiros,AL,2701803,943,0
2007,caroebe,RR,1400233,694,317
2007,carolina,MA,2102804,1928,1154
2007,carpina,PE,2604007,5317,2993
2007,carrancas,MG,3114600,378,171
2007,carrapateira,PB,2504108,223,218
2007,carrasco bonito,TO,1703891,293,239
2007,caruaru,PE,2604106,23965,12872
2007,carutapera,MA,2102903,2429,1168
2007,carvalhópolis,MG,3114709,232,105
2007,carvalhos,MG,3114808,319,137
2007,casa branca,SP,3510807,1827,1148
2007,casa grande,MG,3114907,188,83
2007,casa nova,BA,2907202,5599,2527
2007,casca,RS,4304903,548,361
2007,cascalho rico,MG,3115003,181,101
2007,cascavel,CE,2303501,6654,3183
2007,cascavel,PR,4104808,21883,14681
2007,caseara,TO,1703909,419,253
2007,caseiros,RS,4304952,229,117
2007,casimiro de abreu,RJ,3301306,2624,1982
2007,casinhas,PE,2604155,1331,798
2007,casserengue,PB,2504157,739,275
2007,cássia,MG,3115102,1213,624
2007,cássia dos coqueiros,SP,3510906,261,166
2007,cassilândia,MS,5002902,1533,865
2007,castanhal,PA,1502400,13084,11427
2007,castanheira,MT,5102850,827,372
2007,castanheiras,RO,1100908,392,222
2007,castelândia,GO,5205059,280,173
2007,castelo,ES,3201407,2109,1220
2007,castelo do piauí,PI,2202604,569,779
2007,castilho,SP,3511003,1190,647
2007,castro,PR,4104907,5738,3090
2007,castro alves,BA,2907301,2212,1711
2007,cataguases,MG,3115300,4644,3152
2007,catalão,GO,5205109,5848,3578
2007,catanduva,SP,3511102,7049,4861
2007,catanduvas,PR,4105003,1046,540
2007,catanduvas,SC,4204004,632,311
2007,catarina,CE,2303600,901,488
2007,catas altas,MG,3115359,365,185
2007,catas altas da noruega,MG,3115409,367,154
2007,catende,PE,2604205,2665,1686
2007,catiguá,SP,3511201,435,278
2007,catingueira,PB,2504207,338,259
2007,catolândia,BA,2907400,320,210
2007,catolé do rocha,PB,2504306,2532,1558
2007,catu,BA,2907509,4119,2551
2007,catuípe,RS,4305009,633,372
2007,catuji,MG,3115458,909,319
2007,catunda,CE,2303659,1152,523
2007,caturaí,GO,5205208,361,187
2007,caturama,BA,2907558,772,341
2007,caturité,PB,2504355,425,263
2007,catuti,MG,3115474,480,407
2007,caucaia,CE,2303709,24381,12913
2007,cavalcante,GO,5205307,899,209
2007,caxambu,MG,3115508,1757,926
2007,caxambu do sul,SC,4204103,346,160
2007,caxias,MA,2103000,13736,7763
2007,caxias do sul,RS,4305108,26765,16729
2007,caxingó,PI,2202653,240,171
2007,ceará-mirim,RN,2402600,6355,2998
